500   
1000   
123 191 5 1
123 379 6 1
191 425 2 1
191 21 6 1
21 266 8 1
256 21 2 1
289 191 3 1
234 21 8 1
266 184 1 1
234 359 5 1
256 180 7 1
359 42 9 1
379 486 4 1
63 191 2 1
276 359 8 1
381 276 5 1
254 266 9 1
379 380 3 1
271 123 4 1
449 276 10 1
123 314 9 1
238 289 4 1
42 279 2 1
246 21 10 1
63 235 2 1
108 234 5 1
454 191 7 1
486 487 4 1
171 279 10 1
266 38 1 1
381 135 1 1
487 448 2 1
364 238 6 1
256 436 8 1
223 314 3 1
449 62 6 1
409 487 2 1
369 289 10 1
256 301 1 1
425 103 10 1
370 301 5 1
18 235 9 1
435 63 8 1
436 300 1 1
163 18 6 1
238 241 8 1
447 364 10 1
359 355 8 1
123 121 1 1
337 300 7 1
235 416 6 1
369 58 3 1
246 209 5 1
135 68 9 1
49 235 2 1
66 337 7 1
251 235 10 1
276 152 3 1
483 381 4 1
234 100 1 1
454 30 2 1
486 64 6 1
32 234 10 1
62 194 2 1
372 251 5 1
483 493 3 1
425 342 9 1
360 364 5 1
276 374 6 1
372 110 5 1
404 68 9 1
181 301 4 1
387 486 1 1
425 443 6 1
447 412 1 1
238 415 4 1
78 486 7 1
488 483 3 1
469 42 9 1
66 11 9 1
461 11 9 1
366 301 5 1
370 400 10 1
245 374 5 1
279 6 6 1
369 39 5 1
251 40 10 1
482 21 7 1
373 209 8 1
342 233 1 1
139 404 3 1
163 189 9 1
114 66 3 1
447 357 7 1
373 411 10 1
276 302 2 1
400 113 8 1
66 156 4 1
447 127 1 1
291 487 6 1
244 300 7 1
306 380 10 1
39 94 4 1
139 455 10 1
210 180 9 1
455 128 6 1
128 477 4 1
242 163 5 1
405 233 10 1
359 268 1 1
276 406 7 1
483 484 6 1
386 246 8 1
470 223 2 1
244 170 9 1
352 42 1 1
484 429 6 1
483 203 5 1
312 123 4 1
374 269 1 1
106 238 6 1
268 56 9 1
254 84 4 1
360 403 2 1
412 500 3 1
267 233 3 1
484 59 1 1
254 52 5 1
214 386 4 1
341 127 1 1
387 310 9 1
58 465 10 1
301 201 2 1
456 39 2 1
306 197 8 1
58 260 4 1
455 169 2 1
373 257 4 1
90 260 3 1
328 184 1 1
487 253 10 1
314 265 2 1
334 189 3 1
369 149 6 1
66 414 5 1
482 418 6 1
477 111 8 1
264 387 7 1
165 223 2 1
208 381 3 1
15 256 5 1
139 476 4 1
419 128 3 1
84 262 8 1
430 443 1 1
