500 625     
498 255 7 1   
264 498 8 1   
381 498 4 1   
264 193 8 1   
278 255 8 1   
264 271 4 1   
465 271 4 1   
278 281 5 1   
465 305 8 1   
281 354 9 1   
465 496 10 1   
498 34 7 1   
465 466 6 1   
465 131 1 1   
272 381 10 1   
272 418 8 1   
280 271 6 1   
305 492 3 1   
278 340 4 1   
466 212 3 1   
496 238 4 1   
145 281 8 1   
146 340 7 1   
418 141 5 1   
348 466 9 1   
348 306 10 1   
425 271 7 1   
156 425 8 1   
272 273 9 1   
366 492 6 1   
212 222 8 1   
90 496 3 1   
232 465 10 1   
91 232 1 1   
91 163 6 1   
224 255 8 1   
498 491 5 1   
110 305 1 1   
416 418 2 1   
403 418 6 1   
23 498 5 1   
387 222 4 1   
306 108 8 1   
201 496 6 1   
306 376 8 1   
489 491 9 1   
249 496 5 1   
272 134 2 1   
212 117 6 1   
381 181 9 1   
232 124 4 1   
255 482 9 1   
203 117 4 1   
137 201 7 1   
366 447 2 1   
387 164 10 1   
110 473 9 1   
355 238 5 1   
3 348 6 1   
13 141 3 1   
48 473 5 1   
239 181 3 1   
379 239 4 1   
416 234 3 1   
466 86 5 1   
131 53 9 1   
426 273 2 1   
262 447 10 1   
6 156 9 1   
23 12 6 1   
272 423 10 1   
222 350 7 1   
376 478 3 1   
388 203 3 1   
478 43 7 1   
156 133 10 1   
476 133 4 1   
496 87 5 1   
393 491 7 1   
19 91 7 1   
381 325 2 1   
492 171 2 1   
497 91 7 1   
423 469 9 1   
238 499 6 1   
281 132 8 1   
471 234 4 1   
376 129 1 1   
48 111 7 1   
373 340 4 1   
320 6 5 1   
331 131 3 1   
495 478 1 1   
172 212 1 1   
64 34 6 1   
475 496 7 1   
425 364 8 1   
234 184 4 1   
39 471 2 1   
390 117 4 1   
388 5 6 1   
43 420 7 1   
163 38 8 1   
181 241 8 1   
399 201 8 1   
222 195 3 1   
192 23 9 1   
242 91 3 1   
447 353 9 1   
21 482 10 1   
167 353 10 1   
12 479 2 1   
472 38 9 1   
5 189 10 1   
313 381 9 1   
133 116 2 1   
86 31 9 1   
497 318 1 1   
308 203 10 1   
116 17 10 1   
331 122 9 1   
163 464 10 1   
335 350 6 1   
82 425 3 1   
366 289 9 1   
369 249 6 1   
175 489 9 1   
134 488 8 1   
277 3 1 1   
251 262 3 1   
366 24 10 1   
129 144 9 1   
489 449 7 1   
474 163 5 1   
473 326 2 1   
338 369 4 1   
477 272 3 1   
132 10 10 1   
379 56 4 1   
481 184 2 1   
439 420 10 1   
10 188 6 1   
195 351 2 1   
175 357 9 1   
339 48 5 1   
78 232 5 1   
270 305 8 1   
251 480 9 1   
195 206 10 1   
438 403 7 1   
24 98 2 1   
243 212 5 1   
90 233 1 1   
383 48 3 1   
434 277 7 1   
216 86 1 1   
167 246 4 1   
98 314 9 1   
425 336 7 1   
278 250 5 1   
348 405 9 1   
191 264 10 1   
226 239 2 1   
16 473 3 1   
420 299 8 1   
462 376 10 1   
336 67 2 1   
364 431 7 1   
69 272 5 1   
154 13 3 1   
39 63 8 1   
339 446 9 1   
271 349 1 1   
142 108 10 1   
83 350 3 1   
320 456 9 1   
333 122 2 1   
207 438 9 1   
158 238 8 1   
90 414 5 1   
272 170 9 1   
314 155 6 1   
437 383 8 1   
478 367 2 1   
272 176 10 1   
88 387 5 1   
479 103 8 1   
122 25 3 1   
169 335 5 1   
425 382 1 1   
260 188 2 1   
163 47 6 1   
158 290 7 1   
414 372 5 1   
18 38 2 1   
486 354 3 1   
363 439 2 1   
23 284 10 1   
92 31 4 1   
116 140 9 1   
478 245 8 1   
479 96 10 1   
290 328 6 1   
388 254 1 1   
301 357 3 1   
47 125 4 1   
121 188 1 1   
471 112 5 1   
458 390 3 1   
141 341 2 1   
16 9 3 1   
377 116 10 1   
140 312 10 1   
237 469 8 1   
228 447 7 1   
465 428 2 1   
292 464 7 1   
171 50 5 1   
81 103 10 1   
61 191 10 1   
303 167 3 1   
367 442 3 1   
416 392 9 1   
255 342 1 1   
226 453 1 1   
36 418 3 1   
348 236 7 1   
74 438 10 1   
443 357 9 1   
199 92 7 1   
200 348 7 1   
73 479 9 1   
19 99 2 1   
455 250 7 1   
315 170 5 1   
161 124 7 1   
415 426 3 1   
311 181 3 1   
118 326 3 1   
58 193 9 1   
338 227 7 1   
85 24 7 1   
26 170 9 1   
431 105 2 1   
151 73 1 1   
479 218 7 1   
346 426 8 1   
223 188 1 1   
215 90 2 1   
499 52 8 1   
234 487 10 1   
494 489 2 1   
98 68 1 1   
138 24 4 1   
374 103 10 1   
200 153 3 1   
392 123 2 1   
61 28 4 1   
98 89 5 1   
179 153 10 1   
342 409 3 1   
269 273 1 1   
239 77 1 1   
284 177 3 1   
330 73 3 1   
16 114 2 1   
482 412 8 1   
293 350 7 1   
185 192 8 1   
494 319 6 1   
499 252 10 1   
443 396 2 1   
303 397 2 1   
339 148 7 1   
277 352 6 1   
106 167 5 1   
247 434 2 1   
422 138 8 1   
154 445 4 1   
206 202 8 1   
408 31 9 1   
355 235 1 1   
197 420 6 1   
10 94 4 1   
417 242 8 1   
83 279 7 1   
144 334 4 1   
337 482 9 1   
102 52 2 1   
448 480 4 1   
327 179 6 1   
42 340 7 1   
328 485 4 1   
148 79 7 1   
240 412 1 1   
430 369 5 1   
217 301 1 1   
272 150 3 1   
406 36 8 1   
27 132 1 1   
439 266 7 1   
239 371 1 1   
423 295 6 1   
238 194 2 1   
216 229 2 1   
74 2 3 1   
116 253 10 1   
319 451 1 1   
37 271 8 1   
389 390 9 1   
51 13 9 1   
177 57 6 1   
436 372 4 1   
344 138 5 1   
327 248 5 1   
9 231 6 1   
220 235 6 1   
32 19 7 1   
252 358 4 1   
398 293 9 1   
63 139 5 1   
480 130 3 1   
343 382 3 1   
186 364 10 1   
87 190 1 1   
84 193 3 1   
144 450 9 1   
59 353 6 1   
184 410 5 1   
113 406 1 1   
166 83 1 1   
14 231 3 1   
296 106 1 1   
20 84 6 1   
240 302 6 1   
430 401 2 1   
188 285 3 1   
437 429 5 1   
68 115 9 1   
38 15 3 1   
281 196 2 1   
295 104 4 1   
329 270 10 1   
368 416 6 1   
143 148 3 1   
347 131 8 1   
42 427 8 1   
472 283 10 1   
288 340 1 1   
477 30 8 1   
132 444 9 1   
301 35 9 1   
142 317 2 1   
356 190 8 1   
294 425 1 1   
308 324 3 1   
103 261 9 1   
219 231 2 1   
174 496 10 1   
458 394 2 1   
309 437 1 1   
100 335 8 1   
213 290 1 1   
494 183 2 1   
297 199 1 1   
327 149 5 1   
70 324 3 1   
121 259 10 1   
244 144 1 1   
263 455 8 1   
124 391 4 1   
434 304 8 1   
244 411 7 1   
123 419 10 1   
217 214 1 1   
323 223 6 1   
33 412 8 1   
413 176 2 1   
459 223 10 1   
388 211 7 1   
498 93 2 1   
184 375 3 1   
121 54 5 1   
310 61 4 1   
187 174 1 1   
295 365 8 1   
361 308 2 1   
178 27 4 1   
89 490 3 1   
468 39 2 1   
487 208 9 1   
384 229 8 1   
80 492 10 1   
