11 47
1 2 9600 1
1 3 18720 1
1 4 17840 1
1 5 16320 1
1 6 14160 1
1 7 22000 1
1 8 25600 1
1 9 28040 1
1 10 14440 1
2 3 12520 1
2 4 14040 1
2 5 17520 1
2 6 10760 1
2 7 14560 1
2 8 23560 1
2 9 23200 1
2 10 10120 1
3 4 16160 1
3 5 11040 1
3 6 21800 1
3 7 0 1
3 8 0 1
3 9 18920 1
3 10 12760 1
3 11 18880 1
4 5 12640 1
4 6 15840 1
4 7 15640 1
4 8 19720 1
4 9 18600 1
4 10 9320 1
5 6 13720 1
5 7 17000 1
5 8 23120 1
5 9 20280 1
5 10 10240 1
6 7 24320 1
6 8 11920 1
6 9 15880 1
6 10 21080 1
7 8 9240 1
7 9 7160 1
7 10 22440 1
8 9 18160 1
8 10 18320 1
9 10 20440 1
10 11 11720 1
9
1 4
1 11
2 5
3 6
4 7
5 8
6 9
7 10
8 11
6
1
1 5

