500   
1000   
484 436 4 1
454 436 7 1
261 484 2 1
93 261 9 1
484 466 8 1
344 484 10 1
252 454 6 1
93 331 8 1
252 67 10 1
93 203 9 1
67 360 6 1
344 129 8 1
454 102 3 1
129 215 4 1
173 102 1 1
102 151 3 1
484 458 4 1
466 28 5 1
37 466 4 1
436 20 4 1
67 303 1 1
69 67 5 1
261 210 8 1
299 173 9 1
126 93 2 1
229 436 2 1
181 458 8 1
181 381 1 1
104 454 5 1
458 121 10 1
245 484 7 1
252 456 6 1
448 229 1 1
303 498 7 1
67 258 1 1
495 215 10 1
458 366 1 1
379 215 9 1
56 303 5 1
87 379 2 1
106 210 6 1
401 229 2 1
104 81 4 1
476 121 1 1
190 456 9 1
81 147 6 1
56 26 10 1
351 299 2 1
121 318 3 1
257 379 8 1
360 477 3 1
454 352 7 1
175 258 5 1
448 424 3 1
66 102 7 1
373 318 1 1
452 147 5 1
358 360 8 1
227 245 2 1
199 466 6 1
82 87 3 1
57 381 10 1
80 252 10 1
314 358 7 1
126 440 4 1
165 106 4 1
110 401 7 1
438 252 8 1
294 129 9 1
75 477 2 1
185 165 10 1
314 404 9 1
54 299 6 1
500 28 6 1
149 456 10 1
127 331 2 1
408 28 8 1
381 112 6 1
442 448 10 1
370 318 2 1
199 482 5 1
95 303 6 1
387 203 5 1
242 344 8 1
8 299 4 1
56 241 3 1
275 482 9 1
20 214 6 1
491 498 6 1
482 342 6 1
54 319 8 1
373 443 1 1
357 229 3 1
286 436 10 1
443 324 5 1
436 128 4 1
147 221 1 1
431 366 8 1
356 229 6 1
114 458 10 1
324 266 2 1
291 57 6 1
4 438 6 1
322 8 9 1
410 37 7 1
235 26 4 1
161 266 8 1
287 358 8 1
120 443 6 1
241 157 5 1
112 389 8 1
436 34 8 1
454 414 2 1
210 89 9 1
423 175 6 1
408 398 5 1
295 28 6 1
28 32 4 1
121 292 9 1
327 456 7 1
104 336 8 1
28 288 6 1
171 128 5 1
217 229 9 1
384 104 3 1
294 72 5 1
20 321 1 1
183 227 2 1
171 176 7 1
285 287 7 1
15 466 1 1
258 460 8 1
482 361 6 1
205 410 4 1
81 340 8 1
199 413 9 1
466 158 4 1
452 5 7 1
335 257 4 1
18 266 9 1
112 375 2 1
387 109 5 1
34 135 2 1
412 424 6 1
217 293 6 1
171 11 5 1
161 451 1 1
314 407 2 1
69 168 8 1
261 138 1 1
433 327 2 1
155 366 6 1
113 294 9 1
431 143 3 1
54 196 2 1
396 127 7 1
245 276 7 1
82 232 5 1
249 414 5 1
115 456 8 1
412 385 9 1
232 23 6 1
448 197 3 1
126 283 9 1
82 52 10 1
116 155 5 1
386 303 5 1
409 424 9 1
195 366 5 1
483 275 2 1
119 199 8 1
165 180 4 1
160 119 9 1
281 412 7 1
165 300 5 1
289 351 9 1
384 445 1 1
273 221 4 1
167 424 6 1
289 264 7 1
322 163 8 1
350 8 1 1
432 113 5 1
25 249 7 1
299 141 3 1
99 396 6 1
150 190 9 1
316 5 8 1
352 47 10 1
155 374 7 1
138 250 2 1
287 403 1 1
496 324 9 1
321 73 4 1
414 134 5 1
189 167 8 1
264 399 3 1
347 23 4 1
81 353 4 1
4 228 8 1
119 108 7 1
288 444 9 1
487 438 2 1
102 124 9 1
302 232 6 1
124 419 7 1
287 40 10 1
234 215 1 1
301 484 4 1
382 25 2 1
80 156 4 1
142 289 5 1
158 430 1 1
150 313 9 1
207 356 6 1
183 457 8 1
432 220 7 1
383 347 10 1
452 346 2 1
54 317 8 1
423 421 1 1
49 73 3 1
113 194 2 1
342 239 9 1
26 393 3 1
21 287 3 1
76 126 1 1
376 477 2 1
228 212 7 1
17 72 10 1
57 96 6 1
488 460 4 1
333 335 8 1
152 313 10 1
43 383 7 1
144 404 1 1
14 409 7 1
63 408 5 1
12 477 9 1
10 293 1 1
270 196 6 1
313 200 9 1
261 391 2 1
27 350 8 1
114 145 7 1
382 33 8 1
206 195 10 1
212 68 5 1
225 67 4 1
303 474 1 1
452 390 2 1
161 338 10 1
194 304 5 1
398 406 7 1
106 368 6 1
368 499 1 1
453 249 6 1
269 319 2 1
186 285 7 1
496 97 3 1
161 103 1 1
7 436 2 1
120 107 5 1
495 441 1 1
291 42 9 1
26 463 3 1
255 126 5 1
222 113 1 1
278 351 5 1
166 220 9 1
153 150 7 1
350 85 6 1
101 452 5 1
484 426 3 1
480 385 3 1
332 220 8 1
416 438 5 1
276 282 3 1
309 18 10 1
367 433 6 1
199 13 3 1
356 339 4 1
307 108 10 1
8 172 5 1
357 323 10 1
86 338 5 1
272 18 9 1
410 254 4 1
202 285 4 1
83 314 1 1
213 249 4 1
471 438 3 1
283 164 10 1
375 91 2 1
354 153 5 1
233 291 2 1
311 207 10 1
370 60 7 1
479 52 9 1
475 286 2 1
494 76 9 1
495 45 5 1
427 18 8 1
101 84 10 1
89 262 3 1
473 96 4 1
405 86 8 1
156 392 5 1
350 380 10 1
23 16 8 1
446 324 4 1
491 140 3 1
468 57 10 1
295 450 9 1
342 98 6 1
17 328 7 1
415 60 3 1
197 51 10 1
59 242 3 1
7 306 7 1
2 17 4 1
339 3 1 1
374 267 5 1
291 78 7 1
67 244 8 1
22 57 4 1
19 331 3 1
41 80 2 1
191 450 4 1
437 453 3 1
211 4 9 1
400 151 6 1
217 478 1 1
168 111 3 1
286 35 3 1
92 110 5 1
188 303 10 1
84 298 3 1
78 74 1 1
453 132 4 1
36 466 2 1
182 433 1 1
498 77 10 1
488 1 7 1
431 238 7 1
359 143 7 1
146 252 7 1
125 32 1 1
307 464 3 1
312 374 6 1
483 154 2 1
263 342 7 1
402 207 5 1
217 62 6 1
208 293 6 1
411 160 2 1
500 435 7 1
306 136 3 1
365 91 10 1
296 37 7 1
335 469 1 1
203 117 6 1
318 184 6 1
251 453 8 1
440 6 4 1
495 71 2 1
205 204 5 1
159 14 7 1
94 263 9 1
386 462 8 1
384 274 6 1
55 149 6 1
179 20 1 1
362 399 4 1
497 347 2 1
422 411 6 1
428 370 7 1
272 64 3 1
105 164 1 1
87 169 2 1
296 24 10 1
130 164 2 1
10 137 7 1
91 243 7 1
31 69 3 1
14 388 1 1
486 26 6 1
28 198 9 1
429 181 1 1
148 129 2 1
315 347 3 1
447 76 8 1
19 305 10 1
76 485 10 1
201 430 9 1
348 73 8 1
50 59 9 1
372 49 5 1
493 119 1 1
320 419 1 1
36 489 2 1
248 272 2 1
66 230 7 1
256 59 3 1
490 318 1 1
141 260 7 1
247 77 5 1
54 420 6 1
215 297 7 1
1 30 10 1
134 394 2 1
257 455 2 1
10 139 6 1
456 65 9 1
170 405 5 1
142 240 9 1
259 438 10 1
119 369 7 1
485 100 10 1
119 378 4 1
449 66 10 1
447 216 5 1
145 425 10 1
483 345 3 1
335 53 2 1
187 186 4 1
123 217 6 1
470 486 9 1
492 188 10 1
417 116 7 1
157 177 4 1
41 39 6 1
236 28 10 1
308 379 2 1
253 56 8 1
405 371 4 1
364 254 2 1
247 472 9 1
61 391 2 1
265 129 2 1
249 377 9 1
237 161 8 1
175 118 8 1
148 481 9 1
223 253 7 1
58 161 4 1
418 201 9 1
357 178 2 1
334 136 5 1
355 130 7 1
185 224 6 1
271 239 4 1
218 285 10 1
279 82 1 1
434 399 8 1
258 397 2 1
193 462 1 1
20 268 8 1
264 219 5 1
494 44 7 1
70 111 1 1
243 122 6 1
198 131 2 1
220 174 9 1
337 297 1 1
349 187 6 1
277 245 3 1
445 133 5 1
192 60 8 1
276 79 1 1
262 459 1 1
29 449 1 1
326 497 7 1
467 357 4 1
228 48 4 1
457 46 2 1
48 88 10 1
227 231 5 1
136 290 5 1
340 284 10 1
369 246 4 1
281 9 1 1
209 191 2 1
325 20 6 1
366 330 5 1
307 38 2 1
90 375 10 1
361 465 7 1
298 310 8 1
162 452 6 1
280 266 1 1
320 329 7 1
341 320 10 1
24 343 1 1
315 395 1 1
451 226 2 1
435 461 5 1
161 439 1 1
493 363 5 1
193 188 10 1
371 197 3 1
22 282 10 1
120 303 7 1
300 294 9 1
17 52 2 1
98 226 6 1
468 343 1 1
257 144 3 1
224 278 2 1
133 44 1 1
189 327 7 1
246 267 10 1
215 275 1 1
19 38 6 1
291 258 9 1
437 363 5 1
73 323 4 1
440 240 9 1
132 252 10 1
113 471 8 1
153 58 10 1
484 3 8 1
131 35 4 1
455 443 7 1
487 90 5 1
325 102 5 1
339 137 2 1
398 486 8 1
360 404 5 1
114 176 2 1
451 314 1 1
17 356 1 1
380 104 8 1
204 57 4 1
360 118 3 1
179 45 5 1
161 51 5 1
136 87 1 1
198 415 9 1
402 118 5 1
447 243 1 1
41 182 7 1
301 165 5 1
90 470 9 1
448 206 10 1
388 251 5 1
194 196 7 1
346 189 6 1
268 302 10 1
25 35 9 1
498 169 10 1
446 74 7 1
172 396 10 1
247 140 6 1
124 398 2 1
158 327 6 1
431 222 4 1
402 70 9 1
356 292 8 1
378 303 10 1
47 132 8 1
173 297 8 1
285 179 8 1
376 189 4 1
266 344 6 1
58 47 10 1
317 88 5 1
94 473 5 1
448 288 5 1
440 491 1 1
440 259 9 1
445 204 6 1
77 493 8 1
290 73 9 1
169 115 6 1
277 111 7 1
116 446 3 1
175 109 6 1
229 80 9 1
196 482 9 1
363 301 9 1
311 237 9 1
438 306 9 1
188 413 3 1
485 123 4 1
36 348 3 1
397 32 4 1
55 284 4 1
7 380 5 1
427 191 9 1
183 488 10 1
182 17 1 1
149 36 4 1
5 473 3 1
486 345 7 1
103 342 2 1
360 449 6 1
142 5 6 1
101 345 9 1
13 82 5 1
389 77 2 1
391 313 3 1
413 450 5 1
281 229 5 1
441 44 7 1
381 337 5 1
332 170 8 1
59 367 2 1
381 250 7 1
312 295 10 1
446 416 4 1
310 347 1 1
91 68 8 1
480 88 8 1
53 279 3 1
363 409 9 1
189 474 6 1
190 308 10 1
475 390 2 1
242 195 3 1
312 122 2 1
105 34 6 1
21 101 8 1
292 228 2 1
8 342 6 1
116 500 8 1
206 406 9 1
418 9 3 1
280 265 10 1
409 189 3 1
96 499 1 1
31 218 5 1
291 302 4 1
280 423 8 1
216 90 3 1
400 30 4 1
216 329 3 1
359 74 8 1
289 373 8 1
338 295 7 1
321 273 8 1
264 308 2 1
166 483 8 1
167 193 1 1
305 212 4 1
469 141 9 1
304 238 3 1
172 343 1 1
48 487 3 1
50 439 5 1
12 132 3 1
396 311 9 1
478 176 3 1
52 138 10 1
306 115 1 1
212 127 4 1
202 94 7 1
149 80 10 1
232 484 3 1
277 246 6 1
240 28 8 1
246 96 5 1
497 100 5 1
212 338 8 1
343 190 4 1
340 123 3 1
82 475 6 1
225 484 3 1
122 393 10 1
202 6 4 1
405 96 1 1
463 29 8 1
32 131 6 1
432 152 7 1
326 20 9 1
401 242 8 1
270 252 1 1
342 1 2 1
450 466 7 1
403 187 4 1
76 182 8 1
74 483 9 1
407 234 3 1
286 197 6 1
317 70 6 1
264 344 10 1
371 22 4 1
383 194 1 1
24 126 1 1
435 260 8 1
42 52 8 1
297 393 4 1
144 303 2 1
239 440 7 1
284 194 6 1
360 104 2 1
405 321 5 1
206 200 10 1
343 392 4 1
36 418 6 1
100 248 8 1
396 302 8 1
76 206 8 1
160 73 3 1
293 133 9 1
40 437 8 1
405 23 5 1
352 291 7 1
13 400 6 1
362 380 9 1
181 138 3 1
342 69 8 1
255 171 4 1
269 27 1 1
35 373 5 1
130 174 1 1
434 272 6 1
438 468 2 1
348 362 2 1
167 45 10 1
444 331 8 1
64 201 1 1
288 155 8 1
425 2 4 1
435 479 4 1
171 22 5 1
441 13 7 1
224 147 3 1
173 252 8 1
43 157 10 1
288 402 1 1
413 409 10 1
1 298 3 1
128 167 10 1
62 400 6 1
330 222 2 1
