N 25
E 0 5 7
E 0 9 3
E 0 12 4
E 0 17 6
E 0 19 5
E 0 21 4
E 0 24 7
E 1 16 2
E 1 24 6
E 1 4 5
E 1 5 6
E 1 22 5
E 2 8 4
E 2 23 5
E 2 11 2
E 2 15 4
E 3 6 1
E 3 7 6
E 3 8 5
E 3 13 4
E 3 18 2
E 3 20 5
E 3 23 6
E 4 5 2
E 4 9 6
E 4 10 5
E 4 12 7
E 4 16 7
E 4 22 3
E 4 24 2
E 5 9 4
E 5 10 3
E 5 12 5
E 5 16 7
E 5 22 5
E 5 24 1
E 6 7 6
E 6 8 6
E 6 13 6
E 6 18 2
E 6 20 6
E 6 23 6
E 7 18 4
E 8 11 7
E 8 20 4
E 8 13 6
E 8 23 3
E 9 24 3
E 9 10 5
E 9 19 7
E 9 12 1
E 9 21 6
E 10 24 3
E 10 12 4
E 11 23 7
E 11 15 1
E 12 24 4
E 13 18 5
E 13 20 2
E 14 17 2
E 14 19 7
E 14 21 6
E 17 19 5
E 17 21 4
E 18 20 6
E 19 21 1
E 20 23 7
E 22 24 5
E 22 23 5
S 14 13 9 23
S 8 19
