N 500
E 401 191 10
E 191 439 8
E 401 203 6
E 271 203 3
E 58 203 5
E 401 110 4
E 341 191 1
E 280 58 5
E 191 354 4
E 187 110 1
E 110 56 9
E 439 474 9
E 354 300 4
E 57 203 4
E 401 121 2
E 35 187 5
E 225 57 6
E 424 401 9
E 271 353 5
E 289 353 9
E 391 203 4
E 191 238 5
E 439 497 5
E 353 406 1
E 486 497 3
E 439 396 5
E 439 106 8
E 62 225 10
E 271 428 9
E 62 394 8
E 264 121 6
E 51 396 9
E 280 107 4
E 439 432 7
E 300 93 1
E 385 271 4
E 56 272 4
E 437 191 1
E 174 110 5
E 300 74 6
E 429 439 7
E 474 204 8
E 280 288 5
E 238 488 6
E 89 486 1
E 273 89 9
E 121 201 2
E 406 151 2
E 170 225 9
E 273 26 3
E 466 474 8
E 386 201 8
E 429 79 6
E 467 424 6
E 35 373 7
E 163 272 1
E 156 51 2
E 448 437 2
E 245 488 3
E 95 466 1
E 136 373 9
E 151 72 7
E 486 283 6
E 79 39 9
E 300 216 9
E 58 411 1
E 70 448 4
E 340 170 4
E 432 12 4
E 426 204 1
E 389 106 1
E 308 204 9
E 459 12 5
E 57 85 10
E 366 497 10
E 236 424 8
E 363 95 5
E 482 51 9
E 62 357 8
E 18 448 10
E 110 473 8
E 488 126 3
E 366 379 3
E 150 85 5
E 490 366 2
E 294 163 5
E 162 58 7
E 216 226 9
E 233 95 3
E 417 486 5
E 64 411 10
E 246 391 7
E 406 352 4
E 389 248 8
E 39 368 3
E 106 370 7
E 222 426 9
E 324 57 7
E 329 191 8
E 99 39 4
E 303 51 5
E 368 92 10
E 300 399 7
E 136 60 7
E 163 369 6
E 308 180 5
E 31 72 10
E 374 107 9
E 45 272 2
E 156 433 7
E 294 441 6
E 170 476 10
E 107 43 10
E 324 327 5
E 190 488 4
E 319 341 5
E 317 369 4
E 147 289 10
E 219 246 3
E 356 216 9
E 476 77 5
E 99 122 10
E 26 382 7
E 5 246 2
E 308 52 4
E 163 49 1
E 354 224 1
E 224 359 10
E 461 467 5
E 488 73 9
E 223 92 1
E 175 58 8
E 354 16 10
E 268 288 5
E 368 247 8
E 170 87 5
E 461 112 5
E 331 246 1
E 18 32 9
E 312 366 5
E 151 213 7
E 489 317 4
E 177 385 6
E 431 424 3
E 191 155 9
E 266 426 5
E 266 115 6
E 150 176 1
E 224 149 9
E 97 58 3
E 190 315 1
E 42 226 5
E 331 455 9
E 73 349 7
E 300 444 7
E 406 420 5
E 481 303 8
E 219 193 8
E 12 397 5
E 66 411 2
E 147 47 8
E 429 260 7
E 269 386 2
E 335 437 1
E 28 315 5
E 207 49 2
E 90 373 5
E 204 145 7
E 484 420 5
E 424 365 6
E 62 76 8
E 103 481 8
E 278 155 7
E 204 393 8
E 187 83 3
E 222 158 10
E 329 404 9
E 250 359 1
E 456 151 3
E 303 485 9
E 28 251 3
E 498 58 6
E 117 187 8
E 379 221 2
E 373 410 9
E 250 194 5
E 77 328 2
E 353 388 8
E 300 168 1
E 124 489 8
E 275 251 6
E 370 118 1
E 494 236 8
E 246 333 1
E 180 281 2
E 101 187 1
E 51 290 4
E 190 276 1
E 459 254 8
E 307 411 4
E 51 80 9
E 114 175 4
E 254 285 5
E 378 42 4
E 352 419 5
E 165 324 10
E 273 71 9
E 432 53 3
E 264 243 4
E 236 409 9
E 236 258 3
E 340 477 10
E 429 164 10
E 274 278 9
E 486 318 7
E 305 385 3
E 416 285 8
E 233 228 6
E 164 119 9
E 191 44 8
E 294 148 8
E 66 54 1
E 157 95 8
E 264 84 3
E 258 298 10
E 325 424 7
E 328 257 1
E 361 300 6
E 77 178 3
E 103 142 2
E 495 272 5
E 16 440 7
E 480 497 2
E 333 387 8
E 267 207 7
E 387 338 6
E 45 336 5
E 433 154 6
E 102 151 1
E 266 291 4
E 157 342 2
E 420 398 3
E 256 340 7
E 53 61 2
E 180 383 9
E 73 205 7
E 299 307 10
E 62 195 3
E 84 270 2
E 337 269 1
E 411 323 3
E 135 378 6
E 9 490 8
E 400 18 4
E 296 441 1
E 18 277 9
E 8 473 5
E 454 488 7
E 51 98 9
E 331 284 9
E 153 135 4
E 217 226 7
E 252 271 2
E 465 92 5
E 16 287 10
E 119 198 5
E 154 160 8
E 159 373 2
E 220 416 1
E 466 412 7
E 345 271 6
E 386 286 7
E 395 396 5
E 285 380 10
E 182 223 1
E 291 19 2
E 400 212 10
E 109 388 2
E 31 464 6
E 72 463 5
E 309 160 1
E 31 423 9
E 154 240 1
E 258 422 5
E 364 294 6
E 328 197 1
E 428 15 8
E 353 313 8
E 231 490 2
E 302 52 2
E 242 154 10
E 379 48 5
E 467 234 2
E 487 177 7
E 28 446 9
E 138 441 8
E 5 232 4
E 354 186 10
E 67 366 9
E 69 454 8
E 358 268 7
E 471 102 3
E 260 499 6
E 230 387 5
E 330 289 10
E 81 217 3
E 282 433 5
E 114 100 2
E 128 331 6
E 136 152 10
E 452 238 9
E 333 295 7
E 474 405 5
E 371 89 9
E 492 97 2
E 8 350 2
E 175 181 7
E 427 324 4
E 216 104 2
E 182 478 9
E 57 253 8
E 201 171 7
E 236 263 6
E 219 185 1
E 226 414 6
E 84 343 1
E 279 439 10
E 108 349 5
E 256 41 1
E 5 392 2
E 282 321 4
E 6 72 10
E 348 109 9
E 0 60 7
E 307 188 5
E 61 292 9
E 117 21 4
E 337 472 9
E 439 86 4
E 91 177 1
E 10 371 10
E 328 475 10
E 349 94 5
E 395 1 4
E 312 367 10
E 4 171 2
E 470 201 9
E 260 443 9
E 12 38 9
E 319 17 9
E 275 206 8
E 468 43 3
E 496 181 9
E 387 458 2
E 313 237 7
E 7 107 10
E 130 73 10
E 306 76 7
E 215 345 6
E 140 441 3
E 173 359 6
E 435 140 3
E 296 332 1
E 20 181 3
E 418 359 10
E 361 310 2
E 105 349 1
E 377 173 7
E 8 63 2
E 427 316 8
E 169 452 6
E 429 339 10
E 132 328 1
E 309 11 8
E 146 232 5
E 290 355 5
E 468 127 6
E 46 174 3
E 360 277 6
E 438 478 8
E 457 190 6
E 314 290 9
E 409 55 8
E 285 381 8
E 311 300 6
E 297 31 9
E 451 454 2
E 336 123 6
E 40 268 6
E 33 319 3
E 77 210 1
E 452 14 8
E 469 383 10
E 22 49 8
E 116 399 4
E 245 137 4
E 91 408 4
E 29 340 6
E 432 407 7
E 107 227 3
E 319 161 3
E 218 342 8
E 261 406 7
E 307 131 1
E 436 21 7
E 320 47 7
E 79 249 3
E 374 351 5
E 490 301 1
E 174 167 1
E 52 196 9
E 483 236 10
E 332 141 8
E 46 184 7
E 40 200 8
E 211 440 5
E 302 27 10
E 229 443 4
E 194 403 1
